carrier_name,date,distance flown
Delta Air Lines Inc.,2013-07-11,178089
Delta Air Lines Inc.,2013-07-12,178089
Delta Air Lines Inc.,2013-07-13,154160
Delta Air Lines Inc.,2013-07-14,178089
Delta Air Lines Inc.,2013-07-15,176265
Delta Air Lines Inc.,2013-07-16,173255
Delta Air Lines Inc.,2013-07-17,176181
Delta Air Lines Inc.,2013-07-18,178089
Delta Air Lines Inc.,2013-07-19,178089
Delta Air Lines Inc.,2013-07-20,154160
Delta Air Lines Inc.,2013-07-21,178089
Delta Air Lines Inc.,2013-07-22,176265
Delta Air Lines Inc.,2013-07-23,173255
Delta Air Lines Inc.,2013-07-24,176181
Delta Air Lines Inc.,2013-07-25,178089
Delta Air Lines Inc.,2013-07-26,178089
Delta Air Lines Inc.,2013-07-27,154160
Delta Air Lines Inc.,2013-07-28,178089
Delta Air Lines Inc.,2013-07-29,176265
Delta Air Lines Inc.,2013-07-30,173255
Delta Air Lines Inc.,2013-07-31,176181
Delta Air Lines Inc.,2013-08-01,178089
Delta Air Lines Inc.,2013-08-02,178089
Delta Air Lines Inc.,2013-08-03,154160
Delta Air Lines Inc.,2013-08-04,178089
Delta Air Lines Inc.,2013-08-05,176265
Delta Air Lines Inc.,2013-08-06,173255
Delta Air Lines Inc.,2013-08-07,176181
Delta Air Lines Inc.,2013-08-08,178089
Delta Air Lines Inc.,2013-08-09,178089
Delta Air Lines Inc.,2013-08-10,154160
Delta Air Lines Inc.,2013-08-11,178089
Delta Air Lines Inc.,2013-08-12,176265
Delta Air Lines Inc.,2013-08-13,170833
Delta Air Lines Inc.,2013-08-14,176181
Delta Air Lines Inc.,2013-08-15,178089
Delta Air Lines Inc.,2013-08-16,178089
Delta Air Lines Inc.,2013-08-17,154160
Delta Air Lines Inc.,2013-08-18,178089
Delta Air Lines Inc.,2013-08-19,176265
Delta Air Lines Inc.,2013-08-20,173841
Delta Air Lines Inc.,2013-08-21,176007
Delta Air Lines Inc.,2013-08-22,176155
Delta Air Lines Inc.,2013-08-23,176155
Delta Air Lines Inc.,2013-08-24,151210
Delta Air Lines Inc.,2013-08-25,175409
Delta Air Lines Inc.,2013-08-26,174331
Delta Air Lines Inc.,2013-08-27,173569
Delta Air Lines Inc.,2013-08-28,176495
Delta Air Lines Inc.,2013-08-29,176155
Delta Air Lines Inc.,2013-08-30,176155
Delta Air Lines Inc.,2013-08-31,130462
Delta Air Lines Inc.,2013-09-01,124638
Delta Air Lines Inc.,2013-09-02,167138
Delta Air Lines Inc.,2013-09-03,155607
Delta Air Lines Inc.,2013-09-04,156621
Delta Air Lines Inc.,2013-09-05,156890
Delta Air Lines Inc.,2013-09-06,155946
Delta Air Lines Inc.,2013-09-07,133521
Delta Air Lines Inc.,2013-09-08,163634
Delta Air Lines Inc.,2013-09-09,167787
Delta Air Lines Inc.,2013-09-10,166947
Delta Air Lines Inc.,2013-09-11,150204
Delta Air Lines Inc.,2013-09-12,171879
Delta Air Lines Inc.,2013-09-13,171119
Delta Air Lines Inc.,2013-09-14,133210
Delta Air Lines Inc.,2013-09-15,166056
Delta Air Lines Inc.,2013-09-16,167787
Delta Air Lines Inc.,2013-09-17,166187
Delta Air Lines Inc.,2013-09-18,166691
Delta Air Lines Inc.,2013-09-19,168697
Delta Air Lines Inc.,2013-09-20,170631
Delta Air Lines Inc.,2013-09-21,132202
Delta Air Lines Inc.,2013-09-22,164560
Delta Air Lines Inc.,2013-09-23,167299
Delta Air Lines Inc.,2013-09-24,165699
Delta Air Lines Inc.,2013-09-25,166203
Delta Air Lines Inc.,2013-09-26,168209
Delta Air Lines Inc.,2013-09-27,170631
Delta Air Lines Inc.,2013-09-28,132202
Delta Air Lines Inc.,2013-09-29,165048
Delta Air Lines Inc.,2013-09-30,167299
Delta Air Lines Inc.,2013-10-01,160949
Delta Air Lines Inc.,2013-10-02,164879
Delta Air Lines Inc.,2013-10-03,167477
Delta Air Lines Inc.,2013-10-04,169899
Delta Air Lines Inc.,2013-10-05,130021
Delta Air Lines Inc.,2013-10-06,165515
Delta Air Lines Inc.,2013-10-07,168807
Delta Air Lines Inc.,2013-10-08,164785
Delta Air Lines Inc.,2013-10-09,167117
Delta Air Lines Inc.,2013-10-10,169715
Delta Air Lines Inc.,2013-10-11,172137
Delta Air Lines Inc.,2013-10-12,128752
Delta Air Lines Inc.,2013-10-13,161853
Delta Air Lines Inc.,2013-10-14,169065
Delta Air Lines Inc.,2013-10-15,164785
Delta Air Lines Inc.,2013-10-16,167117
Delta Air Lines Inc.,2013-10-17,169715
Delta Air Lines Inc.,2013-10-18,172472
Delta Air Lines Inc.,2013-10-19,131513
Delta Air Lines Inc.,2013-10-20,167007
Delta Air Lines Inc.,2013-10-21,169553
Delta Air Lines Inc.,2013-10-22,164785
Delta Air Lines Inc.,2013-10-23,167117
Delta Air Lines Inc.,2013-10-24,169715
Delta Air Lines Inc.,2013-10-25,171377
Delta Air Lines Inc.,2013-10-26,131173
Delta Air Lines Inc.,2013-10-27,165094
Delta Air Lines Inc.,2013-10-28,166371
Delta Air Lines Inc.,2013-10-29,165545
Delta Air Lines Inc.,2013-10-30,166357
Delta Air Lines Inc.,2013-10-31,151019
Delta Air Lines Inc.,2013-11-01,169715
Delta Air Lines Inc.,2013-11-02,127992
Delta Air Lines Inc.,2013-11-03,165060
Delta Air Lines Inc.,2013-11-04,167446
Delta Air Lines Inc.,2013-11-05,163622
Delta Air Lines Inc.,2013-11-06,166944
Delta Air Lines Inc.,2013-11-07,171067
Delta Air Lines Inc.,2013-11-08,172587
Delta Air Lines Inc.,2013-11-09,130406
Delta Air Lines Inc.,2013-11-10,164123
Delta Air Lines Inc.,2013-11-11,168481
Delta Air Lines Inc.,2013-11-12,165419
Delta Air Lines Inc.,2013-11-13,168741
Delta Air Lines Inc.,2013-11-14,171067
Delta Air Lines Inc.,2013-11-15,172099
Delta Air Lines Inc.,2013-11-16,130406
Delta Air Lines Inc.,2013-11-17,166139
Delta Air Lines Inc.,2013-11-18,168481
Delta Air Lines Inc.,2013-11-19,165419
Delta Air Lines Inc.,2013-11-20,168741
Delta Air Lines Inc.,2013-11-21,171067
Delta Air Lines Inc.,2013-11-22,172587
Delta Air Lines Inc.,2013-11-23,131168
Delta Air Lines Inc.,2013-11-24,152255
Delta Air Lines Inc.,2013-11-25,151666
Delta Air Lines Inc.,2013-11-26,170729
Delta Air Lines Inc.,2013-11-27,173411
Delta Air Lines Inc.,2013-11-28,112280
Delta Air Lines Inc.,2013-11-29,115231
Delta Air Lines Inc.,2013-11-30,150999
Delta Air Lines Inc.,2013-12-01,171827
Delta Air Lines Inc.,2013-12-02,171067
Delta Air Lines Inc.,2013-12-03,160402
Delta Air Lines Inc.,2013-12-04,160448
Delta Air Lines Inc.,2013-12-05,162895
Delta Air Lines Inc.,2013-12-06,164075
Delta Air Lines Inc.,2013-12-07,121878
Delta Air Lines Inc.,2013-12-08,158081
Delta Air Lines Inc.,2013-12-09,160156
Delta Air Lines Inc.,2013-12-10,159804
Delta Air Lines Inc.,2013-12-11,160448
Delta Air Lines Inc.,2013-12-12,162742
Delta Air Lines Inc.,2013-12-13,164075
Delta Air Lines Inc.,2013-12-14,121878
Delta Air Lines Inc.,2013-12-15,158081
Delta Air Lines Inc.,2013-12-16,160156
Delta Air Lines Inc.,2013-12-17,158622
Delta Air Lines Inc.,2013-12-18,160448
Delta Air Lines Inc.,2013-12-19,179619
Delta Air Lines Inc.,2013-12-20,177252
Delta Air Lines Inc.,2013-12-21,175106
Delta Air Lines Inc.,2013-12-22,185568
Delta Air Lines Inc.,2013-12-23,185627
Delta Air Lines Inc.,2013-12-24,154413
Delta Air Lines Inc.,2013-12-25,133119
Delta Air Lines Inc.,2013-12-26,191751
Delta Air Lines Inc.,2013-12-27,191647
Delta Air Lines Inc.,2013-12-28,175106
Delta Air Lines Inc.,2013-12-29,182849
Delta Air Lines Inc.,2013-12-30,186170
Delta Air Lines Inc.,2013-12-31,154413
Endeavor Air Inc.,2013-01-01,14570
Endeavor Air Inc.,2013-01-02,24660
Endeavor Air Inc.,2013-01-03,25300
Endeavor Air Inc.,2013-01-04,26817
Endeavor Air Inc.,2013-01-05,21813
Endeavor Air Inc.,2013-01-06,23325
Endeavor Air Inc.,2013-01-07,25353
Endeavor Air Inc.,2013-01-08,23766
Endeavor Air Inc.,2013-01-09,25353
Endeavor Air Inc.,2013-01-10,25353
Endeavor Air Inc.,2013-01-11,26329
Endeavor Air Inc.,2013-01-12,22726
Endeavor Air Inc.,2013-01-13,24085
Endeavor Air Inc.,2013-01-14,25353
Endeavor Air Inc.,2013-01-15,23766
Endeavor Air Inc.,2013-01-16,25353
Endeavor Air Inc.,2013-01-17,25353
Endeavor Air Inc.,2013-01-18,26329
Endeavor Air Inc.,2013-01-19,22090
Endeavor Air Inc.,2013-01-20,20530
Endeavor Air Inc.,2013-01-21,25169
Endeavor Air Inc.,2013-01-22,23766
Endeavor Air Inc.,2013-01-23,25353
Endeavor Air Inc.,2013-01-24,25353
Endeavor Air Inc.,2013-01-25,25569
Endeavor Air Inc.,2013-01-26,22726
Endeavor Air Inc.,2013-01-27,24085
Endeavor Air Inc.,2013-01-28,25353
Endeavor Air Inc.,2013-01-29,23766
Endeavor Air Inc.,2013-01-30,25353
Endeavor Air Inc.,2013-01-31,24588
Endeavor Air Inc.,2013-02-01,26668
Endeavor Air Inc.,2013-02-02,22090
Endeavor Air Inc.,2013-02-03,23903
Endeavor Air Inc.,2013-02-04,25353
Endeavor Air Inc.,2013-02-05,23766
Endeavor Air Inc.,2013-02-06,25353
Endeavor Air Inc.,2013-02-07,25353
Endeavor Air Inc.,2013-02-08,26329
Endeavor Air Inc.,2013-02-09,22726
Endeavor Air Inc.,2013-02-10,24085
Endeavor Air Inc.,2013-02-11,25353
Endeavor Air Inc.,2013-02-12,23766
Endeavor Air Inc.,2013-02-13,25353
Endeavor Air Inc.,2013-02-14,25841
Endeavor Air Inc.,2013-02-15,24092
Endeavor Air Inc.,2013-02-16,23192
Endeavor Air Inc.,2013-02-17,23474
Endeavor Air Inc.,2013-02-18,24868
Endeavor Air Inc.,2013-02-19,23811
Endeavor Air Inc.,2013-02-20,24380
Endeavor Air Inc.,2013-02-21,24380
Endeavor Air Inc.,2013-02-22,24580
Endeavor Air Inc.,2013-02-23,21733
Endeavor Air Inc.,2013-02-24,24620
Endeavor Air Inc.,2013-02-25,24380
Endeavor Air Inc.,2013-02-26,23811
Endeavor Air Inc.,2013-02-27,24380
Endeavor Air Inc.,2013-02-28,25016
Endeavor Air Inc.,2013-03-01,26028
Endeavor Air Inc.,2013-03-02,24386
Endeavor Air Inc.,2013-03-03,26079
Endeavor Air Inc.,2013-03-04,25152
Endeavor Air Inc.,2013-03-05,25152
Endeavor Air Inc.,2013-03-06,25152
Endeavor Air Inc.,2013-03-07,25152
Endeavor Air Inc.,2013-03-08,25152
Endeavor Air Inc.,2013-03-09,23370
Endeavor Air Inc.,2013-03-10,26079
Endeavor Air Inc.,2013-03-11,25152
Endeavor Air Inc.,2013-03-12,25152
Endeavor Air Inc.,2013-03-13,25152
Endeavor Air Inc.,2013-03-14,25152
Endeavor Air Inc.,2013-03-15,25152
Endeavor Air Inc.,2013-03-16,22882
Endeavor Air Inc.,2013-03-17,26079
Endeavor Air Inc.,2013-03-18,25152
Endeavor Air Inc.,2013-03-19,25152
Endeavor Air Inc.,2013-03-20,25152
Endeavor Air Inc.,2013-03-21,25152
Endeavor Air Inc.,2013-03-22,25152
Endeavor Air Inc.,2013-03-23,22882
Endeavor Air Inc.,2013-03-24,26079
Endeavor Air Inc.,2013-03-25,25152
Endeavor Air Inc.,2013-03-26,25152
Endeavor Air Inc.,2013-03-27,25152
Endeavor Air Inc.,2013-03-28,25152
Endeavor Air Inc.,2013-03-29,25152
Endeavor Air Inc.,2013-03-30,22832
Endeavor Air Inc.,2013-03-31,25511
Endeavor Air Inc.,2013-04-01,25152
Endeavor Air Inc.,2013-04-02,25152
Endeavor Air Inc.,2013-04-03,25152
Endeavor Air Inc.,2013-04-04,25152
Endeavor Air Inc.,2013-04-05,26160
Endeavor Air Inc.,2013-04-06,23381
Endeavor Air Inc.,2013-04-07,26000
Endeavor Air Inc.,2013-04-08,26079
Endeavor Air Inc.,2013-04-09,24807
Endeavor Air Inc.,2013-04-10,24807
Endeavor Air Inc.,2013-04-11,24807
Endeavor Air Inc.,2013-04-12,24768
Endeavor Air Inc.,2013-04-13,21076
Endeavor Air Inc.,2013-04-14,23838
Endeavor Air Inc.,2013-04-15,24807
Endeavor Air Inc.,2013-04-16,24807
Endeavor Air Inc.,2013-04-17,24807
Endeavor Air Inc.,2013-04-18,24807
Endeavor Air Inc.,2013-04-19,24768
Endeavor Air Inc.,2013-04-20,21416
Endeavor Air Inc.,2013-04-21,23669
Endeavor Air Inc.,2013-04-22,25815
Endeavor Air Inc.,2013-04-23,25815
Endeavor Air Inc.,2013-04-24,25815
Endeavor Air Inc.,2013-04-25,25815
Endeavor Air Inc.,2013-04-26,25776
Endeavor Air Inc.,2013-04-27,21847
Endeavor Air Inc.,2013-04-28,26195
Endeavor Air Inc.,2013-04-29,25815
Endeavor Air Inc.,2013-04-30,25815
Endeavor Air Inc.,2013-05-01,25885
Endeavor Air Inc.,2013-05-02,25194
Endeavor Air Inc.,2013-05-03,26202
Endeavor Air Inc.,2013-05-04,22198
Endeavor Air Inc.,2013-05-05,23700
Endeavor Air Inc.,2013-05-06,24448
Endeavor Air Inc.,2013-05-07,23879
Endeavor Air Inc.,2013-05-08,24448
Endeavor Air Inc.,2013-05-09,24448
Endeavor Air Inc.,2013-05-10,24448
Endeavor Air Inc.,2013-05-11,21000
Endeavor Air Inc.,2013-05-12,22729
Endeavor Air Inc.,2013-05-13,24448
Endeavor Air Inc.,2013-05-14,24448
Endeavor Air Inc.,2013-05-15,24448
Endeavor Air Inc.,2013-05-16,24448
Endeavor Air Inc.,2013-05-17,24448
Endeavor Air Inc.,2013-05-18,20790
Endeavor Air Inc.,2013-05-19,23700
Endeavor Air Inc.,2013-05-20,24448
Endeavor Air Inc.,2013-05-21,24448
Endeavor Air Inc.,2013-05-22,24448
Endeavor Air Inc.,2013-05-23,24448
Endeavor Air Inc.,2013-05-24,24814
Endeavor Air Inc.,2013-05-25,21171
Endeavor Air Inc.,2013-05-26,18405
Endeavor Air Inc.,2013-05-27,23052
Endeavor Air Inc.,2013-05-28,24621
Endeavor Air Inc.,2013-05-29,24621
Endeavor Air Inc.,2013-05-30,24621
Endeavor Air Inc.,2013-05-31,24621
Endeavor Air Inc.,2013-06-01,20963
Endeavor Air Inc.,2013-06-02,23364
Endeavor Air Inc.,2013-06-03,25442
Endeavor Air Inc.,2013-06-04,24434
Endeavor Air Inc.,2013-06-05,24621
Endeavor Air Inc.,2013-06-06,25629
Endeavor Air Inc.,2013-06-07,24434
Endeavor Air Inc.,2013-06-08,20963
Endeavor Air Inc.,2013-06-09,25369
Endeavor Air Inc.,2013-06-10,26773
Endeavor Air Inc.,2013-06-11,26947
Endeavor Air Inc.,2013-06-12,26947
Endeavor Air Inc.,2013-06-13,26947
Endeavor Air Inc.,2013-06-14,26947
Endeavor Air Inc.,2013-06-15,23867
Endeavor Air Inc.,2013-06-16,26607
Endeavor Air Inc.,2013-06-17,26048
Endeavor Air Inc.,2013-06-18,26048
Endeavor Air Inc.,2013-06-19,26048
Endeavor Air Inc.,2013-06-20,26048
Endeavor Air Inc.,2013-06-21,26048
Endeavor Air Inc.,2013-06-22,22258
Endeavor Air Inc.,2013-06-23,26163
Endeavor Air Inc.,2013-06-24,26048
Endeavor Air Inc.,2013-06-25,26048
Endeavor Air Inc.,2013-06-26,26048
Endeavor Air Inc.,2013-06-27,26048
Endeavor Air Inc.,2013-06-28,26048
Endeavor Air Inc.,2013-06-29,23425
Endeavor Air Inc.,2013-06-30,26775
Endeavor Air Inc.,2013-07-01,24842
Endeavor Air Inc.,2013-07-02,25637
Endeavor Air Inc.,2013-07-03,27555
Endeavor Air Inc.,2013-07-04,18212
Endeavor Air Inc.,2013-07-05,23096
Endeavor Air Inc.,2013-07-06,23133
Endeavor Air Inc.,2013-07-07,27084
Endeavor Air Inc.,2013-07-08,28063
Endeavor Air Inc.,2013-07-09,27494
Endeavor Air Inc.,2013-07-10,28063
Endeavor Air Inc.,2013-07-11,28063
Endeavor Air Inc.,2013-07-12,28063
Endeavor Air Inc.,2013-07-13,21670
Endeavor Air Inc.,2013-07-14,27062
Endeavor Air Inc.,2013-07-15,27223
Endeavor Air Inc.,2013-07-16,26654
Endeavor Air Inc.,2013-07-17,27223
Endeavor Air Inc.,2013-07-18,27223
Endeavor Air Inc.,2013-07-19,27223
Endeavor Air Inc.,2013-07-20,21071
Endeavor Air Inc.,2013-07-21,26774
Endeavor Air Inc.,2013-07-22,27223
Endeavor Air Inc.,2013-07-23,26654
Endeavor Air Inc.,2013-07-24,27223
Endeavor Air Inc.,2013-07-25,27223
Endeavor Air Inc.,2013-07-26,27223
Endeavor Air Inc.,2013-07-27,21071
Endeavor Air Inc.,2013-07-28,26774
Endeavor Air Inc.,2013-07-29,27223
Endeavor Air Inc.,2013-07-30,26654
Endeavor Air Inc.,2013-07-31,27223
Endeavor Air Inc.,2013-08-01,27223
Endeavor Air Inc.,2013-08-02,27223
Endeavor Air Inc.,2013-08-03,21071
Endeavor Air Inc.,2013-08-04,26774
Endeavor Air Inc.,2013-08-05,27223
Endeavor Air Inc.,2013-08-06,26654
Endeavor Air Inc.,2013-08-07,27223
Endeavor Air Inc.,2013-08-08,27223
Endeavor Air Inc.,2013-08-09,27223
Endeavor Air Inc.,2013-08-10,21071
Endeavor Air Inc.,2013-08-11,26774
Endeavor Air Inc.,2013-08-12,27223
Endeavor Air Inc.,2013-08-13,26654
Endeavor Air Inc.,2013-08-14,27223
Endeavor Air Inc.,2013-08-15,27223
Endeavor Air Inc.,2013-08-16,27223
Endeavor Air Inc.,2013-08-17,21071
Endeavor Air Inc.,2013-08-18,26774
Endeavor Air Inc.,2013-08-19,27223
Endeavor Air Inc.,2013-08-20,26455
Endeavor Air Inc.,2013-08-21,26228
Endeavor Air Inc.,2013-08-22,25252
Endeavor Air Inc.,2013-08-23,25252
Endeavor Air Inc.,2013-08-24,21555
Endeavor Air Inc.,2013-08-25,25355
Endeavor Air Inc.,2013-08-26,25252
Endeavor Air Inc.,2013-08-27,25252
Endeavor Air Inc.,2013-08-28,25740
Endeavor Air Inc.,2013-08-29,25065
Endeavor Air Inc.,2013-08-30,25368
Endeavor Air Inc.,2013-08-31,20282
Endeavor Air Inc.,2013-09-01,18891
Endeavor Air Inc.,2013-09-02,22119
Endeavor Air Inc.,2013-09-03,28248
Endeavor Air Inc.,2013-09-04,30201
Endeavor Air Inc.,2013-09-05,29909
Endeavor Air Inc.,2013-09-06,29257
Endeavor Air Inc.,2013-09-07,21803
Endeavor Air Inc.,2013-09-08,31394
Endeavor Air Inc.,2013-09-09,33325
Endeavor Air Inc.,2013-09-10,33439
Endeavor Air Inc.,2013-09-11,29573
Endeavor Air Inc.,2013-09-12,33325
Endeavor Air Inc.,2013-09-13,33325
Endeavor Air Inc.,2013-09-14,21080
Endeavor Air Inc.,2013-09-15,28582
Endeavor Air Inc.,2013-09-16,33325
Endeavor Air Inc.,2013-09-17,33439
Endeavor Air Inc.,2013-09-18,31412
Endeavor Air Inc.,2013-09-19,33325
Endeavor Air Inc.,2013-09-20,32837
Endeavor Air Inc.,2013-09-21,22110
Endeavor Air Inc.,2013-09-22,29640
Endeavor Air Inc.,2013-09-23,33325
Endeavor Air Inc.,2013-09-24,33439
Endeavor Air Inc.,2013-09-25,31900
Endeavor Air Inc.,2013-09-26,33325
Endeavor Air Inc.,2013-09-27,33325
Endeavor Air Inc.,2013-09-28,22406
Endeavor Air Inc.,2013-09-29,31102
Endeavor Air Inc.,2013-09-30,33237
Endeavor Air Inc.,2013-10-01,32915
Endeavor Air Inc.,2013-10-02,33772
Endeavor Air Inc.,2013-10-03,34748
Endeavor Air Inc.,2013-10-04,34748
Endeavor Air Inc.,2013-10-05,21503
Endeavor Air Inc.,2013-10-06,31995
Endeavor Air Inc.,2013-10-07,34748
Endeavor Air Inc.,2013-10-08,33250
Endeavor Air Inc.,2013-10-09,33772
Endeavor Air Inc.,2013-10-10,34748
Endeavor Air Inc.,2013-10-11,34748
Endeavor Air Inc.,2013-10-12,21403
Endeavor Air Inc.,2013-10-13,30428
Endeavor Air Inc.,2013-10-14,34748
Endeavor Air Inc.,2013-10-15,32915
Endeavor Air Inc.,2013-10-16,33772
Endeavor Air Inc.,2013-10-17,34928
Endeavor Air Inc.,2013-10-18,35512
Endeavor Air Inc.,2013-10-19,23232
Endeavor Air Inc.,2013-10-20,31475
Endeavor Air Inc.,2013-10-21,34748
Endeavor Air Inc.,2013-10-22,32915
Endeavor Air Inc.,2013-10-23,33772
Endeavor Air Inc.,2013-10-24,34748
Endeavor Air Inc.,2013-10-25,34748
Endeavor Air Inc.,2013-10-26,22892
Endeavor Air Inc.,2013-10-27,31553
Endeavor Air Inc.,2013-10-28,34748
Endeavor Air Inc.,2013-10-29,32915
Endeavor Air Inc.,2013-10-30,33772
Endeavor Air Inc.,2013-10-31,31285
Endeavor Air Inc.,2013-11-01,34260
Endeavor Air Inc.,2013-11-02,23768
Endeavor Air Inc.,2013-11-03,29635
Endeavor Air Inc.,2013-11-04,35218
Endeavor Air Inc.,2013-11-05,35510
Endeavor Air Inc.,2013-11-06,33575
Endeavor Air Inc.,2013-11-07,35218
Endeavor Air Inc.,2013-11-08,35218
Endeavor Air Inc.,2013-11-09,22655
Endeavor Air Inc.,2013-11-10,31310
Endeavor Air Inc.,2013-11-11,35218
Endeavor Air Inc.,2013-11-12,35203
Endeavor Air Inc.,2013-11-13,33268
Endeavor Air Inc.,2013-11-14,35218
Endeavor Air Inc.,2013-11-15,35706
Endeavor Air Inc.,2013-11-16,22655
Endeavor Air Inc.,2013-11-17,31147
Endeavor Air Inc.,2013-11-18,35218
Endeavor Air Inc.,2013-11-19,35203
Endeavor Air Inc.,2013-11-20,33268
Endeavor Air Inc.,2013-11-21,35218
Endeavor Air Inc.,2013-11-22,35218
Endeavor Air Inc.,2013-11-23,22450
Endeavor Air Inc.,2013-11-24,29218
Endeavor Air Inc.,2013-11-25,28347
Endeavor Air Inc.,2013-11-26,33488
Endeavor Air Inc.,2013-11-27,33722
Endeavor Air Inc.,2013-11-28,21926
Endeavor Air Inc.,2013-11-29,19931
Endeavor Air Inc.,2013-11-30,27116
Endeavor Air Inc.,2013-12-01,34663
Endeavor Air Inc.,2013-12-02,34895
Endeavor Air Inc.,2013-12-03,31595
Endeavor Air Inc.,2013-12-04,33562
Endeavor Air Inc.,2013-12-05,33952
Endeavor Air Inc.,2013-12-06,33448
Endeavor Air Inc.,2013-12-07,24168
Endeavor Air Inc.,2013-12-08,31269
Endeavor Air Inc.,2013-12-09,32104
Endeavor Air Inc.,2013-12-10,29044
Endeavor Air Inc.,2013-12-11,32081
Endeavor Air Inc.,2013-12-12,32833
Endeavor Air Inc.,2013-12-13,33448
Endeavor Air Inc.,2013-12-14,24135
Endeavor Air Inc.,2013-12-15,31269
Endeavor Air Inc.,2013-12-16,32104
Endeavor Air Inc.,2013-12-17,30226
Endeavor Air Inc.,2013-12-18,30772
Endeavor Air Inc.,2013-12-19,30417
Endeavor Air Inc.,2013-12-20,35298
Endeavor Air Inc.,2013-12-21,27783
Endeavor Air Inc.,2013-12-22,25154
Endeavor Air Inc.,2013-12-23,28258
Endeavor Air Inc.,2013-12-24,20346
Endeavor Air Inc.,2013-12-25,18773
Endeavor Air Inc.,2013-12-26,28438
Endeavor Air Inc.,2013-12-27,29461
Endeavor Air Inc.,2013-12-28,29074
Endeavor Air Inc.,2013-12-29,27498
Endeavor Air Inc.,2013-12-30,27418
Endeavor Air Inc.,2013-12-31,20506
Envoy Air,2013-01-01,45006
Envoy Air,2013-01-02,45006
Envoy Air,2013-01-03,45437
Envoy Air,2013-01-04,44290
Envoy Air,2013-01-05,27798
Envoy Air,2013-01-06,37922
Envoy Air,2013-01-07,45437
Envoy Air,2013-01-08,45006
Envoy Air,2013-01-09,44287
Envoy Air,2013-01-10,44718
Envoy Air,2013-01-11,43571
Envoy Air,2013-01-12,27079
Envoy Air,2013-01-13,37922
Envoy Air,2013-01-14,44718
Envoy Air,2013-01-15,44287
Envoy Air,2013-01-16,44287
Envoy Air,2013-01-17,44718
Envoy Air,2013-01-18,43571
Envoy Air,2013-01-19,27079
Envoy Air,2013-01-20,37922
Envoy Air,2013-01-21,44718
Envoy Air,2013-01-22,44287
Envoy Air,2013-01-23,44287
Envoy Air,2013-01-24,44718
Envoy Air,2013-01-25,43571
Envoy Air,2013-01-26,27079
Envoy Air,2013-01-27,37922
Envoy Air,2013-01-28,44718
Envoy Air,2013-01-29,44287
Envoy Air,2013-01-30,44287
Envoy Air,2013-01-31,44718
Envoy Air,2013-02-01,43571
Envoy Air,2013-02-02,27079
Envoy Air,2013-02-03,37922
Envoy Air,2013-02-04,44718
Envoy Air,2013-02-05,44287
Envoy Air,2013-02-06,44287
Envoy Air,2013-02-07,44718
Envoy Air,2013-02-08,43571
Envoy Air,2013-02-09,27079
Envoy Air,2013-02-10,37922
Envoy Air,2013-02-11,44718
Envoy Air,2013-02-12,44287
Envoy Air,2013-02-13,44287
Envoy Air,2013-02-14,44718
Envoy Air,2013-02-15,44290
Envoy Air,2013-02-16,27798
Envoy Air,2013-02-17,37922
Envoy Air,2013-02-18,45437
Envoy Air,2013-02-19,45006
Envoy Air,2013-02-20,45006
Envoy Air,2013-02-21,45437
Envoy Air,2013-02-22,44290
Envoy Air,2013-02-23,27798
Envoy Air,2013-02-24,37922
Envoy Air,2013-02-25,45437
Envoy Air,2013-02-26,45006
Envoy Air,2013-02-27,45006
Envoy Air,2013-02-28,45437
Envoy Air,2013-03-01,44290
Envoy Air,2013-03-02,27798
Envoy Air,2013-03-03,37922
Envoy Air,2013-03-04,45437
Envoy Air,2013-03-05,45006
Envoy Air,2013-03-06,45006
Envoy Air,2013-03-07,45437
Envoy Air,2013-03-08,44290
Envoy Air,2013-03-09,27798
Envoy Air,2013-03-10,37922
Envoy Air,2013-03-11,45437
Envoy Air,2013-03-12,45006
Envoy Air,2013-03-13,45006
Envoy Air,2013-03-14,45437
Envoy Air,2013-03-15,44290
Envoy Air,2013-03-16,27798
Envoy Air,2013-03-17,37922
Envoy Air,2013-03-18,45437
Envoy Air,2013-03-19,45006
Envoy Air,2013-03-20,45006
Envoy Air,2013-03-21,45437
Envoy Air,2013-03-22,44290
Envoy Air,2013-03-23,27798
Envoy Air,2013-03-24,37922
Envoy Air,2013-03-25,45437
Envoy Air,2013-03-26,45006
Envoy Air,2013-03-27,45006
Envoy Air,2013-03-28,45437
Envoy Air,2013-03-29,44290
Envoy Air,2013-03-30,27798
Envoy Air,2013-03-31,37922
Envoy Air,2013-04-01,43986
Envoy Air,2013-04-02,44935
Envoy Air,2013-04-03,44935
Envoy Air,2013-04-04,45437
Envoy Air,2013-04-05,44290
Envoy Air,2013-04-06,27412
Envoy Air,2013-04-07,38686
Envoy Air,2013-04-08,45437
Envoy Air,2013-04-09,44935
Envoy Air,2013-04-10,44935
Envoy Air,2013-04-11,45437
Envoy Air,2013-04-12,44290
Envoy Air,2013-04-13,27412
Envoy Air,2013-04-14,38686
Envoy Air,2013-04-15,45437
Envoy Air,2013-04-16,44935
Envoy Air,2013-04-17,44935
Envoy Air,2013-04-18,45437
Envoy Air,2013-04-19,44290
Envoy Air,2013-04-20,27412
Envoy Air,2013-04-21,38686
Envoy Air,2013-04-22,45437
Envoy Air,2013-04-23,44935
Envoy Air,2013-04-24,44935
Envoy Air,2013-04-25,45437
